1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.979156182721790058e-01,-6.453230825295798445e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.228298102577448897e-02,9.994787687270247911e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.919097128803352481e-01,-1.269453484522002906e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.360144306407120030e-02,9.979753786743276178e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.823446944578728690e-01,-1.870799328374593840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.395558935509661092e-02,9.955763894493161459e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.695696900292759546e-01,-2.448154737277316861e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.233497263286871121e-01,9.923632626284781821e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.539185507956098320e-01,-3.000656568952929648e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.517917145373722798e-01,9.884125026515017121e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.357084193089189039e-01,-3.527743670313994717e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.792924715249934464e-01,9.837958170547684844e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.152387728167982184e-01,-4.029118870582019674e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.058655230765970290e-01,9.785802912425730637e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.927908675836190300e-01,-4.504713828416724852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.315265993534877664e-01,9.728285736921019611e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.686275169280924802e-01,-4.954656767479824753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.562932725140356083e-01,9.665990681063406642e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.429931433698343302e-01,-5.379243071580295243e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.801846325462602483e-01,9.599461295744241562e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.161140525203059992e-01,-5.778908662359036885e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.032209981842401980e-01,9.529202622780947873e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.881988831020516617e-01,-6.154206046897342519e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.254236599403524388e-01,9.455683167021967650e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.594391936866760062e-01,-6.505782897488442407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.468146524538170961e-01,9.379336846725028209e-01,7.499999999999999112e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
